text,speaker_type,section,j1_qwen3,j2_gemma3,j3_cogito,j4_qwen314b,j5_gemma12b,prelim_mv,human_label
"Europe is another area where we're going to be able to have, as Raj mentioned in his initial comments, some opportunity there and leveraging not only the DRIVE initiatives.",executive,qa,1,0,1,1,1,1,
"And while the pace will slow, we have the capacity to continue repurchasing stock.",ir,prepared,1,0,1,1,1,1,
People like the work that we've done in inference.,executive,qa,1,0,1,1,1,1,
And we've got a lot of growth catalysts to be proud of.,executive,qa,0,0,1,1,0,0,
"I mean, obviously, we just had one cut and it's early.",analyst,qa,0,0,1,1,1,1,
We're going to continue to use technology to make the firm more productive.,executive,qa,1,0,1,1,1,1,
"I think we could start by thinking about, if I was building software to solve problems for one company, well, you don't need an Ontology.",executive,prepared,0,0,1,1,0,0,
We have been and we will be transparent when we have issues and how we are addressing them.,ir,qa,0,0,1,1,0,0,
"And you may or may not have seen that Apple is looking at possibly, there's chatter, getting into the AI game more by looking at a company such as Perplexity.",analyst,qa,0,0,1,1,1,1,
"And then I think the best way is really show the performance, the yield and then we can [ get the ] test chip so that they can really work on it.",executive,qa,1,0,1,1,1,1,
And we do think that this node will be a fairly [ long-lived ] node for us.,executive,qa,1,0,1,1,1,1,
So we recently hosted a very large custom GPU company for a call.,analyst,qa,0,0,1,1,1,1,
"A lot of it is consumer-facing, digital, personalization, travel, offers, all these things, which we think are wonderful things.",executive,qa,1,0,1,1,1,1,
You've seen us actively manage that through the year.,ir,qa,0,0,1,1,1,1,
And that's what we're focused on doing while we bring newness and innovation at a greater scale with greater impact in the second half of this year.,executive,qa,0,0,1,1,1,1,
We also remain committed to paying our shareholders a sustainable and growing dividend.,executive,prepared,0,0,1,1,0,0,
"But when you look at the innovative Silicon Valley companies, they recognize the wall of tech investments this implies that's in front of them that's going to act like a great filter.",executive,prepared,0,0,1,1,1,1,
"First off, for Jeff Watts, I suspect all of you saw the announcement we made in late December.",executive,prepared,0,0,1,1,0,0,
"We will be prepared when there is an unlocking of more private capital to invest in infrastructure, in data centers, in airports, in grids, in power.",executive,qa,0,0,1,1,1,1,
"Besides making America even stronger and better and our allies stronger, better and all of us more lethal, besides protecting Palantirians and most ex-Palantirians, our individual investors are near and dear to our and certainly my heart, and I love it that you guys are winning.",executive,prepared,0,0,1,0,0,0,
But what I would also say is that the importance of investing and connecting in the Running specialty channel extends way beyond the business impact of driving revenue there.,executive,qa,0,0,1,1,1,1,
And so those are really the major areas for [ disconnect ].,executive,qa,0,0,0,1,1,0,
"The piece that Jeff just touched on, though, is on the e-commerce piece of it, things like website.",executive,qa,0,0,1,1,1,1,
We are working hand in hand with the authorities on the protocol to get these aircraft back in flight.,executive,qa,1,0,1,1,1,1,
"And in that 10-K, we offer, as we have before, a number of IRE scenarios for plus or minus 100 basis points and what it means for our business.",ir,qa,0,0,1,1,1,1,
"And then you really then -- you get like a little bit of everything else, including the fixed asset repricing that you get there.",executive,qa,0,0,1,1,1,1,
It was the person that was in -- it was in more of an office setting role to get them out of the building and make it safer for everybody else.,executive,qa,0,0,1,0,0,0,
"And simultaneously, the recommendation also endorsed virtually all of our opinions of our experts.",executive,qa,0,0,0,1,0,0,
"Executives - President, CEO & Director
And on the broader point here, the trade as a percentage of GDP has essentially flatlined since about 2016.",executive,qa,1,0,0,1,0,0,
"And we have submitted our VARIPULSE catheter for CE Mark, and we plan submitting the VARIPULSE catheter to the U.S. FDA in 2024.",executive,qa,1,0,1,1,1,1,
We continue to focus on accelerating the rate of bootcamps with current and prospective customers.,executive,prepared,1,0,1,1,1,1,
That's one of the priorities that the team has had now for a while is to continue to do more.,executive,qa,0,0,1,0,0,0,
But I'd just close by saying I couldn't agree with you more about geopolitical risks and fragility.,ir,qa,0,1,1,1,1,1,
So this should be an ongoing story for us on the gross margin front.,executive,qa,1,0,1,1,1,1,
"Being a growth company requires continued innovation, lots of investments and intense client focus.",executive,prepared,1,0,1,1,1,1,
Just given where seasonality is for those businesses.,executive,qa,0,0,1,1,1,1,
"They cover categories such as temperature requirements and vaccines, and they do this at the package level.",executive,prepared,0,0,1,1,0,0,
We do not take this lightly and we have carefully considered the impact this will have on the Intel family.,ir,prepared,0,0,1,1,0,0,
"NVIDIA is constantly doing that, and we show that to the world in the GPUs we make and the AI factories that we make, the networking systems that we make, the SoCs we create.",executive,qa,1,0,1,1,1,1,
"You see it in the general enthusiasm around our products, especially in commercial, but also in government, which has begun to reaccelerate.",executive,prepared,1,0,1,1,1,1,
"Amidst all these dynamics, we continue to focus on executing against our strategy and delivering the best of Citi to all our stakeholders.",ir,prepared,0,0,1,1,0,0,
"Everyone else is listening, we are dedicating our company, we have dedicated our company to the service of in the United States of America and we're super proud of the role we play especially in places we can't talk about.",executive,prepared,0,0,0,1,0,0,
So this is a massive body of work that goes well beyond the consent order.,ir,qa,0,0,1,1,1,1,
"And in every channel of business in which we do business, especially sporting goods, athletic specialty, department stores, family footwear and NIKE Direct because being sharp on the consumers we're serving in each location, digital or physical, wholesale and direct, that drives consumer right assortments in the right depth and we are elevating the presentations at point of sale, and that drives profitable growth for NIKE and for our partners.",executive,qa,1,0,1,1,1,1,
Nimble is an AI robotics and autonomous e-commerce fulfillment technology company.,ir,prepared,0,0,1,1,0,0,
"As I was looking through it, I'm going to dodge the question a little bit because what I've observed is, you're going to have to tell me what you're going to build in for our revenue growth.",executive,qa,0,0,1,1,0,0,
And we're also going to be taking this to our allies.,executive,prepared,0,0,0,0,1,0,
I'm even more convinced that the Win Now actions are absolutely the right focus for our teams.,executive,prepared,1,0,1,1,1,1,
"Fifth, our Freight separation work is underway.",ir,prepared,1,0,1,1,1,1,
"With each generation, demand only grows.",executive,qa,1,0,1,0,1,1,
"Now that I've had the opportunity to visit each geography, we're clear where we will focus to make an immediate impact.",executive,prepared,0,0,1,1,1,1,
"As you can see, our pipeline is advancing.",executive,prepared,0,0,1,1,1,1,
"From Blackwell to Spectrum-X to NIMs, we are poised for the next wave of growth.",ir,prepared,1,0,1,1,1,1,
"So if you have a site in Chicago, you have a site in Italy, you have a site in Shanghai, we're going to be able to offer you the exact same services in Chicago or Shanghai or any of our sites.",executive,qa,0,0,1,1,1,1,
I guess I just kind of wonder like how an external customer would continue to be engaged.,analyst,qa,0,0,1,1,1,1,
Product and customer mix played its customary role.,executive,prepared,0,0,0,0,1,0,
"Companies recognize the uniqueness of our global relationships, our brand and our expertise across businesses, markets and industries.",executive,prepared,0,0,1,1,0,0,
"This past quarter, we celebrated the 25th anniversary of the GeForce 256, the world's first GPU.",ir,prepared,0,0,1,1,1,1,
"But just maybe thinking through what areas might be underperforming right now, if any, that could improve in a better environment versus just maybe the different components which are doing well and which are underperforming, if possible?",analyst,qa,0,0,1,1,0,0,
"Analysts - Equity Analyst
Congrats on the quarter.",analyst,qa,0,0,0,1,0,0,
"Executives - CEO & Chairman
Well, I guess I would start with -- we certainly have opportunities to think about things that we wouldn't have thought about in the past.",executive,qa,1,0,1,1,0,1,
And I appreciate the way you framed the question because the thing that I'm sort of trying to avoid doing is spend a lot of energy or time speculating on the probability that this does or doesn't happen in whatever form it does or doesn't happen.,executive,qa,0,0,1,0,0,0,
My team and I are working tirelessly to drive efficiency and more output from our fabs.,ir,prepared,1,0,1,1,1,1,
But we're continuing to be out with clients doing the things that we do.,executive,qa,0,0,1,0,0,0,
I think what's really most important is to go back to the guidance that we provided at the EBR last year in November.,executive,qa,1,0,1,1,1,1,
"And that is, in fact, what the resource review plan was that was in the amended consent order.",ir,qa,0,0,0,1,1,0,
"All told, we expect that the return to strong growth will take time, but we believe that we have all the right building blocks, especially with Elliott now leading us forward.",executive,prepared,1,0,1,1,1,1,
So there is no there's no need to rush for a suboptimal result here.,ir,qa,0,0,0,1,0,0,
"On Slide 8, we show key consumer and corporate credit metrics, which reflect our disciplined risk appetite framework.",ir,prepared,0,1,1,1,1,1,
"For TALVEY, we're not reporting out the sales yet.",executive,qa,1,0,1,1,1,1,
I'm very pleased with what we achieved in Q4.,executive,prepared,1,0,1,1,1,1,
"The stacks of software necessary for every domain from data processing, SQL versus SQL structured data versus all the images and text and PDF, which is unstructured, to classical machine learning to computer vision to speech to large language models, all -- recommender systems.",executive,qa,1,0,1,1,0,1,
"And if you look at those two businesses, that's the vast, vast majority of the firm, and I think they can operate mid-teens.",executive,qa,1,0,1,1,1,1,
"But at this point, it's just such -- there's so many moving parts.",executive,qa,0,0,1,0,0,0,
And he had 10 rules about leadership he had coined over the years.,executive,prepared,0,0,1,0,0,0,
And they're the right actions to reignite brand momentum and growth.,executive,qa,1,0,1,1,1,1,
"And with the regulatory constraints lifted, we have more degrees of freedom to grow and achieve our goals.",ir,prepared,1,0,1,1,1,1,
"So in the ordinary course, it's important to note that this is a $4.7-plus billion spend line item.",executive,qa,1,1,0,1,1,1,
Our internal business is what's going to be driving the factory build-out.,executive,qa,1,0,1,1,1,1,
"Is that someone from the Board currently, someone from outside Goldman Sachs, what type of person is the Board looking for?",analyst,qa,0,0,1,1,0,0,
"So it's always a moving process in terms of what they will purchase, what is still being built and what is in use for end customers.",executive,qa,0,0,1,1,1,1,
And then if you can maybe just touch on Europe.,analyst,qa,0,0,1,1,0,0,
"But when you take compensation, when you take reporting, when you take management routines, when you take all those things and put them together, at the same time, you're monitoring all the controls that you've built.",executive,qa,0,0,1,1,1,1,
I'm also making progress on bringing in new leadership in our data center business and look forward to being able to announce these changes next quarter.,ir,prepared,1,0,1,1,1,1,
And so it's playing out kind of largely within that range of what we thought.,executive,qa,0,0,1,1,0,0,
"And it's important for me to underline that with the strength of our cash flow and our balance sheet, we have significant flexibility to consider multiple types of transactions, as you mentioned.",executive,qa,1,0,1,1,1,1,
"Analysts - Research Analyst
Any thoughts on where card charge-offs go in '24?",analyst,qa,0,1,1,1,0,1,
"We believe this will deepen our relationships with our clients and deliver value to you, our shareholders.",executive,prepared,0,0,1,1,0,0,
We size our operating investments in line with a prudent lens on organic growth potential.,executive,qa,1,0,1,1,1,1,
We see opportunities to continue to serve our clients.,executive,qa,0,0,1,0,0,0,
"Well, I'm not sure there's a difference between manufacturing and nonmanufacturing as much as there is a difference between the services that are utilized.",executive,qa,0,0,1,1,1,1,
And we've got a couple of proof points that we're already working on with partners on the sporting goods side.,executive,qa,1,0,1,1,1,1,
Do you think that you'll go in a different direction?,analyst,qa,0,0,1,1,0,0,
"And as I said, we'll be doing the same look across our data center portfolio as well.",executive,qa,0,0,1,0,0,0,
"If rates are a bit higher for longer, we'll watch how the betas continue to evolve.",ir,qa,1,0,1,1,1,1,
"During the prepared comments, Hock and Kirsten will be providing details of our second quarter fiscal year 2024 results, guidance for our fiscal year 2024 as well as commentary regarding the business environment.",ir,prepared,1,0,1,1,0,1,
And they sort of just freewheeling give me answers.,executive,qa,0,0,1,0,0,0,
"And again, the data in combo with dara are really impressive.",executive,qa,0,0,1,1,1,1,
"So that's really what gives me the confidence, seeing the progress, seeing the commitment of the teams and frankly, the strong pipeline of initiatives that are delivered every week.",executive,qa,1,0,1,1,1,1,
So I think what we're seeing is we're continuing to do new deployments.,executive,qa,1,0,1,1,1,1,
"Let me turn to the operating environment, which remains top of mind for clients, which remains top of mind for clients.",executive,prepared,0,0,0,0,1,0,
"In closing, I'm very confident about the state of our client franchise.",executive,prepared,0,0,1,1,0,0,
"We entered 2025 with a solid pipeline in both capital markets and advisory, while the market conditions can always change.",ir,prepared,1,0,1,1,1,1,
"When we do see a license, I think you alluded to this earlier, it's going to take a little bit of time to kind of ramp and get the supply chain to satisfy the demand.",analyst,qa,1,0,1,1,1,1,
And so those -- that's why those are in our adjusted and those are onetime costs.,executive,qa,1,0,1,1,1,1,
"And on the NVLink Fusion versus the scale up, do you expect that market to go the route of top of the rack where you've seen some move to the Ethernet side in kind of the scale-out.",analyst,qa,1,1,1,1,0,1,
"One conversation that served something up in me this quarter was with Coach Ryan Day, Coach of the national champions, the Ohio State Buckeyes.",executive,prepared,0,0,1,0,0,0,
The deep knowledge and breadth of capabilities that we have from decades on the ground in so many local markets are real points of distinction when serving our clients from reconfiguring their supply chain to addressing their hedging and funding approaches to advising on their strategic agenda.,ir,prepared,0,0,1,1,0,0,
"In closing, 2024 was a strong year for AMD, demonstrating our disciplined execution to deliver revenue growth and expand earnings at a faster rate than revenue.",executive,prepared,0,1,1,1,1,1,
We're continuing to look at opportunities to monetize that and get paid for the differentiated value.,executive,qa,1,0,1,1,1,1,
"One is that it's accelerated, and two, it's programmable.",executive,qa,1,0,1,1,1,1,
We're working closely with Angela and her team to implement these Win Now strategies.,executive,qa,0,0,1,1,1,1,
And so we're mindful of how tight they're running.,ir,qa,0,0,1,1,0,0,
We're about to go live with a number of new capabilities in that.,ir,qa,0,0,1,1,1,1,
"And look, the server market is always a competitive market.",executive,qa,0,0,1,1,1,1,
"No one carrier can serve their entire needs, and I think we found a very productive and profitable relationship.",executive,qa,1,0,1,1,1,1,
"As you well know, that's just not how we run the company.",executive,qa,0,0,1,0,0,0,
The second thing is the why does that happen?,executive,qa,0,0,1,1,1,1,
The benefits we're seeing have a lot more to do with the things that we're doing and the traction we're gaining there.,executive,qa,1,0,1,1,1,1,
"You'll recall that at Investor Day, I made a couple of comments previewing the potential evolution of the outlook.",executive,prepared,0,0,1,1,1,1,
So that's one way maybe you could frame the output that you like to achieve.,analyst,qa,0,0,1,0,0,0,
"And again, I think it's a pretty simple building block of a story.",executive,qa,0,0,1,0,0,0,
"Look at the nurses and the ICU who have more time to spend with their patients, less time munging around collecting the clinical notes to understand what care to deliver or the factory workers in the submarine industrial base who get back 3 days of quoting a part to actually spend time solving problems in production.",executive,prepared,0,1,1,1,0,1,
Just your comfort level in terms of the functioning of the treasury market.,analyst,qa,0,0,1,1,0,0,
We are the #1 M&A adviser globally and have been for the last 20 years.,executive,prepared,0,0,1,1,0,0,
I think a lot of the actions we've been taking will help drive returns in the future.,ir,qa,1,0,1,1,1,1,
We have a very healthy ecosystem as well.,executive,qa,0,0,1,0,0,0,
"If you don't have software, you can't open and enable new applications.",executive,qa,1,0,1,1,0,1,
"So -- I mean I'll answer the question, but I think when you're guessing what the macro environment is going to be, if you ask me, in the short run, call it, 6 months to 9 months and even a year, it's pretty positive.",executive,qa,1,0,1,1,1,1,
We try to create the right culture of focus and intensity that allows us to continue to deliver and execute for them.,executive,qa,0,0,1,1,0,0,
"But I'm just wondering, we have your -- you have your NII outlook, we have your expenses.",analyst,qa,1,0,1,1,1,1,
"Obviously, equity markets have been under a little bit of pressure the last few days.",executive,qa,0,0,1,1,0,0,
"In an otherwise unchanged environment, a couple of elements of the quarter worth highlighting.",executive,prepared,0,0,1,1,0,0,
We feel pretty good about the overall Data Center business to continue to be absolutely the driver of gross margin expansion.,executive,qa,1,0,1,1,1,1,
"As Jeff has stepped into the Chief Sales Officer role, we really took a hard look at our strategy as an organization, defining who we are and where we think the business is going and what does that mean for priorities in the future and getting everybody aligned to that.",executive,prepared,1,1,1,1,0,1,
You talked about the growth over the last 7 years has been significant and the drivers of the growth are the market dynamics and regulatory pressures.,analyst,qa,1,0,1,1,1,1,
"But across the board, our acquisition being part of the consortium of Viridium really gives us a unique opportunity in the insurance space and managing insurance assets in Germany and other parts of Europe.",executive,qa,0,1,1,1,1,1,
"I think you're right, that probably is contributing a little bit right now.",executive,qa,1,0,1,1,1,1,
You'll see us continuing to acquire new clients and deepen relationships with existing clients.,ir,qa,1,0,1,1,1,1,
And we'll continue to leverage Express Lane.,executive,prepared,0,0,1,1,1,1,
"And a reminder that, that was without any MI308 sales.",executive,qa,0,0,1,1,1,1,
"At BlackRock, we are -- we really challenge ourselves not to get mired down in all the negativity, but to navigate, to mitigate the move forward, to work with each and every client, to help each and every client.",executive,prepared,0,0,1,1,0,0,
"Those things are largely not understood on the outside but every single person and government who's trying to use them or who is using them, every single customer who's buying this witness the numbers.",executive,prepared,1,0,1,1,1,1,
"And so that allows us to also scale many, many more people to many, many organizations with the same number of people as long as they're the best in the world.",executive,prepared,0,0,1,1,1,1,
"We believe, as we then go to fight to win back.",executive,qa,0,0,1,0,0,0,
So there's a proven track record that this wrapper and vehicle is optimal for managing these strategies.,executive,qa,1,0,1,1,1,1,
"And then we'll provide more information on where we go from there, which will obviously be a higher number, not a lower number.",executive,qa,1,0,1,1,1,1,
And then the other piece to think about is the performance.,ir,qa,0,0,1,1,1,1,
"But what we are doing is, as we think about inside the company, optimizing the balance sheet and where we get the most returns and where there's more demand and less demand, there has been less demand in other parts of the company, and there's been more demand on the trading side.",executive,qa,1,0,1,1,1,1,
"And at the same time, Embedded is going through the bottoming process.",executive,qa,1,0,1,1,1,1,
"And so our goal is to serve consumers wherever and however they choose to shop across multiple channels, specialty sporting goods, athletic specialty, department store, family footwear and NIKE Direct.",executive,qa,1,0,1,1,1,1,
"Just talk to us as we think about -- and I appreciate what you just said, but when we think about the binding constraint from standardized to advanced, how we should think about it?",analyst,qa,1,0,1,1,0,1,
"But as we said, we expect buybacks to be bigger than last year.",executive,qa,1,0,1,1,1,1,
And we're very deeply embedded into our clients' day-to-day operations in every market they work in as well as across market flows.,ir,qa,0,0,1,1,0,0,
This approach is fundamentally different than the path we have been on for the last 4 years.,ir,prepared,1,0,1,1,1,1,
"But we do think that being able to have that advanced efficacy and known safety profile in a simple oral tablet is not only going to be great for the existing biologics' appropriate patients, but we think it gives us a great market expansion opportunity moving into earlier lines of therapy as well.",executive,qa,1,0,1,1,1,1,
"And look, our goal is going to continue to be to work very, very hard to do everything we can to continue to take the returns higher.",executive,qa,0,0,1,1,1,1,
Just if you could talk about what are the things that kind of need to be done to ensure a smooth transition?,analyst,qa,1,0,1,1,1,1,
"And so beyond the standard boilerplate questions you're going to get on buyback and organic growth, yada, yada, dividend increases, how should we think about JPMorgan deploying this capital?",analyst,qa,1,0,1,1,0,1,
What makes our acquisitions so successful is our belief in full integration.,executive,prepared,1,0,1,1,1,1,
The underlying technological innovation and transformation that we have created is quite profound.,executive,qa,1,0,1,1,1,1,
Now moving on to Slide 4 and looking at our customer site performance.,executive,prepared,0,0,1,1,0,0,
"As you'd expect, with everything going on, there's legal and accounting exercises that need to take place to get us through this next period, including June 1 date of One FedEx.",executive,qa,0,0,1,1,1,1,
"We've always discussed the ETF business having multiple different segments where clients evaluate price relative to many different objectives and see a different value proposition in superior indexes or liquidity, capital markets expertise.",executive,qa,0,0,1,1,1,1,
"And as you just heard from Joaquin, we have deliberately chosen to focus on our 3 focus areas of CV, Surgery and Vision.",executive,qa,1,0,1,1,1,1,
"At the time, I traveled to several of our international offices to reinforce BlackRock's strong local mandates with each of our country managers.",executive,prepared,0,0,1,1,1,1,
The growth year-over-year is tremendous.,executive,qa,1,0,1,1,1,1,
"So I think you'll see a strong uptake of that product, right?",executive,qa,1,0,1,1,1,1,
"Against the backdrop of robust demand, we greatly improved our supply and availability in Q1 and expect to continue these efforts in Q2.",ir,prepared,1,0,1,1,1,1,
And so it's having those controls in place.,executive,qa,0,0,1,0,0,0,
"So overall, look, that is a contributor to knee surgery.",executive,qa,0,0,1,1,1,1,
"Just like restaurants in today's world have made the decision, they're not open on Monday, Tuesday, Wednesday anymore because they can't afford, they can't find the staffing and they can't afford it.",executive,qa,1,0,1,1,1,1,
So I just want to see if you can offer a little bit more comment.,analyst,qa,0,0,1,0,0,0,
"Executives - Co-Founder, CEO & Director
Vivek, probably the best way to think through it is that AI is several things.",executive,qa,1,0,0,1,0,0,
"And so we are, again, in the early stages of it.",executive,qa,0,0,1,0,0,0,
We may see one more perhaps as a prospect.,executive,qa,1,0,1,1,0,1,
"When I look out over 3 to 5 years as to how we can continue to grow the firm, serve our clients more broadly and accelerate our investment in areas of business where we see real opportunities to grow.",executive,qa,1,0,1,1,1,1,
"We need to be in the place where the most valuable problem is being solved because that's the way we end up staying, solving the problem tomorrow and the way we get paid.",executive,prepared,1,0,1,1,1,1,
"AI is transforming every industry, company and country.",executive,qa,0,0,1,1,0,0,
"But 2022 was a really good year for us, and a lot of our folks are incented off of simple growth in earnings.",executive,prepared,1,0,1,1,1,1,
"And that's M&A, M&A with middle market companies.",executive,qa,0,0,1,1,1,1,
Could you talk about a bit more about the client market?,analyst,qa,1,0,1,1,1,1,
"Executives - Executive Vice Chairman and Senior Executive Advisor to Chair & CEO
We took some -- you can look at our IRE analysis and if you look at it pretty -- it's been pretty consistent in that we've been managing the portfolio in a very dynamic way.",ir,qa,0,0,1,1,0,0,
What we observe is that AI is giving the American worker superpowers.,executive,prepared,1,0,1,1,1,1,
"Number two, we just got out of a rhythm of working closely with our wholesale partners.",executive,qa,0,0,1,1,1,1,
"Maybe just on regulation, we have a new administration coming in.",analyst,qa,0,0,1,1,1,1,
"Hock, you seem to have pretty good visibility into hitting that $4 billion run rate over the medium term, perhaps.",analyst,qa,1,0,1,1,1,1,
"I know the whole road map is under review, but you did sound -- the company sounds fairly optimistic about Coral Rapids.",analyst,qa,1,0,1,1,1,1,
"FedEx Freight has deep relationships with customers, who turn to us for our reliability, simplicity and choice of services.",ir,prepared,1,0,1,1,0,1,
"We think that we can do things that, over time, will drive upside to that.",executive,qa,1,0,1,1,1,1,
"And the short answer is that for us, it's pretty uncontroversially no.",executive,qa,1,0,1,0,1,1,
Taking this from one company to a company that can install anywhere requires a very specialized dedicated product building culture with deep understandings of the enterprise.,executive,prepared,1,0,1,1,1,1,
"NII is just an outcome, on itself, almost irrelevant.",executive,qa,1,0,1,1,1,1,
"We did lean in on OpEx, and I think it was for all the right reasons.",executive,qa,1,0,1,1,1,1,
"And all of those type of things that are common sense to you and I, but AIs have to go learn those physical effects.",executive,qa,0,0,1,1,0,0,
"There's nothing -- it's a mix of kind of different asset classes and clients that we've lent against, there's nothing material or significant in that number.",ir,qa,1,0,1,1,1,1,
"While we are still a long way to go, we are taking the right steps to create sustainable shareholder value.",ir,prepared,0,0,1,1,0,0,
We've been bringing in some great new talent.,ir,qa,0,0,1,0,0,0,
"We had a plan that was second half weighted, and it still is.",executive,qa,1,0,1,1,1,1,
"We invested in our talent, which is fundamentally the most important thing that we invest in each and every year.",executive,prepared,0,0,1,1,0,0,
And -- but -- our goal has always been to manage gross profit percentage through scenarios.,executive,qa,1,0,1,1,1,1,
"2024, looks to be similar to 2023 in terms of the macro environment with moderating rates and inflation.",ir,prepared,1,0,1,1,1,1,
And I know you get this question a lot about the kind of high-class dilemma of your growing capital base and your perspective of that as earnings in store.,analyst,qa,0,0,1,1,1,1,
And ensuring that we're using our financial resources efficiently to support the client franchise.,executive,qa,0,0,1,1,1,1,
"So yes, look, we are really happy with how the MI300 has come up, and we've now deployed and working with a number of customers.",executive,qa,1,0,1,1,1,1,
"And we stirred up that pot, and we made a change 5 years ago and said, no, we're about growth and expanding the people we partner with, as much as we are about making a great return for our shareholders because ultimately, the best answer for our shareholders and our employees is grow the business, grow the opportunity, grow the returns.",executive,qa,1,0,1,1,1,1,
"As a result of their hard work and commitment, we once again delivered the best service offering in the industry.",executive,prepared,0,0,1,0,0,0,
We appreciate the administration taking a fresh look at regulations across all industries to unlock growth.,ir,prepared,0,0,1,1,0,0,
It's very easy to move your supply chains around on our platform to ship on the mix of different businesses.,ir,qa,1,0,1,1,1,1,
"The speed to revenue in an Onsite, it's a gift that keeps giving into the future.",executive,qa,1,0,1,1,1,1,
"And the reality is, we have a unique value proposition there and that does make it easier.",executive,qa,0,0,1,1,1,1,
"Leading companies include 1X, Agility Robotics, Figure AI, Uber and Waabi.",ir,prepared,0,0,1,0,1,0,
We're better positioned than ever to grow our share with clients and deliver profitable growth for our shareholders.,executive,prepared,1,0,1,1,1,1,
But we're always looking to fill the pipeline as well on additional opportunities.,executive,qa,0,0,1,1,0,0,
And he was saying that pre-training and post training are fully intact.,executive,qa,1,0,1,1,1,1,
And just like how frame -- are you responsible to some of these [ unremidable ] corporate dividends.,analyst,qa,0,0,0,1,1,0,
We just think this is a better way of organizing our people against the client opportunity set and doing everything else that David just enumerated.,executive,qa,0,0,1,1,1,1,
"If it's Citi Token Services, Citi Payment Express, 24/7 -- all of these different elements really mean that this business is utterly invaluable and indispensable to our clients, and the stickiness of the deposits and the operating deposits comes with that.",ir,qa,1,0,1,1,1,1,
"But obviously, anyone should be thrilled to be in a partnership with Apple.",executive,qa,0,0,1,1,0,0,
"As you know, accelerated computing is very different than general-purpose computing.",executive,qa,1,0,1,1,1,1,
"So we are looking, whether it's business or residential, whether it's U.S. or global, parcel or pallet, fast or slow, big or small, we now have a value proposition that allows us to grow profit.",executive,qa,1,0,1,1,1,1,
It's very commercial and very linked to tangible outcomes.,executive,qa,1,0,1,1,1,1,
"About your question, though, around whether we'll prioritize other things in the portfolio, absolutely not.",executive,qa,1,0,1,1,1,1,
"We hear from people that many of our investors wouldn't find that particularly appealing, and he said as much, that it wouldn't be sort of our first choice.",executive,qa,0,0,1,1,1,1,
Note that we continue to remain disciplined on how we manage inventory across the ecosystem.,ir,prepared,1,0,1,1,0,1,
Or is there something different this time around?,analyst,qa,1,0,1,1,0,1,
And then kind of part B of that is on the switching side.,analyst,qa,0,0,1,0,1,0,
And so we would expect to be somewhere in that range.,executive,qa,1,0,1,1,1,1,
"I didn't plan to ask this question, but this literally just hit the Bloomberg.",analyst,qa,1,1,1,1,0,1,
"With respect to geographies, the takeaway is that AI is software.",executive,qa,1,0,1,1,1,1,
"And so in those 4 -- the control plane of the network, which is used for storage, it's used for security.",executive,qa,0,0,1,1,0,0,
"Very, very focused on ensuring that we're getting the right returns for what we're doing.",executive,qa,1,0,1,1,1,1,
The second one was there was an expectation that Basel III was going to put more capital on top of the stack.,executive,qa,1,0,1,1,1,1,
"So best example is running, continuing on in our focused sports.",executive,qa,0,0,1,1,1,1,
So he's going to be a strong partner in realizing greater value from Banamex.,ir,qa,0,0,1,1,1,1,
"Look, I think you got to really dig into the underlying dynamics of what's happening in the portfolio, right?",executive,qa,1,0,1,1,1,1,
"Do you feel like you're ahead of the curve and you can make more money, not less, as this all plays out?",analyst,qa,1,0,1,1,1,1,
"We're the #1 DC investment-only, DCIO firm.",executive,qa,0,0,1,1,1,1,
"The other thing to remember, Michael, is when you think about the total value of a fastener, only about, I believe, 30% of that is actually in the raw material itself.",executive,qa,1,0,1,1,1,1,
"The world has -- the Internet has trillions of pieces of content, how could they possibly figure out what to put in front of you and your little tiny screen, unless they have really sophisticated recommender systems to do so.",executive,qa,1,0,1,1,0,1,
And so the work is a meaningful part of as we think about prioritization in terms of our tech spend.,executive,qa,0,0,1,1,1,1,
"And now there's the big GPU company opening up NVLink, and they're both trying to build ecosystems, and there's an argument that you're an ecosystem of one.",analyst,qa,0,1,1,1,1,1,
"This business has been a key contributor to our success in increasing more durable revenues and provides us with a strong source of demand for our suite of alternative products, a great example of the power of this unique platform.",executive,prepared,1,0,1,1,1,1,
"Over the past few months, we've seen decidingly more positive sentiment and tone in markets and among clients that are very optimistic will carry into 2024.",executive,prepared,1,0,1,1,1,1,
We design and deliver strategies and products that fit their unique long-term needs and aspirations.,executive,prepared,0,0,1,1,0,0,
"And luckily for the world, we're very long America, and we're doing it primarily here because it's powerful as f***.",executive,prepared,0,0,1,1,1,1,
"And it's also important to mention that VARIPULSE accommodates competitive advantages like the only approved 0 fluoro solution and deep sedation workflows, which we know are a major benefit to hospitals and patients.",executive,qa,1,0,1,1,1,1,
"Executives - Co-Founder, CEO & Director
We have, across our company for the first time, ongoing discussions with hyperscalers that are well known with others where we're basically saying, look, we have the ideal product, you have the ideal distribution.",executive,prepared,1,0,1,1,0,1,
"We have got to reset bigger bolder consumer-led NIKE concepts that represent the full expression of the NIKE brand, have the service and the experience that we expect that'll drive the performance and the productivity of those doors.",executive,qa,1,0,1,1,1,1,
You see the deployment numbers in the earnings release are strong and steady.,executive,qa,1,0,1,1,1,1,
